motor_id,motor_type,day,date,load_pct,temp_c,true_fault,true_severity,f0_hz,fr_hz,slip,rms_a,rms_b,rms_c,rms_mean,crest,thd,sideband_ratio,ecc_ratio,bearing_band,unbalance_pct,vib_rms,vib_crest,vib_high_ratio,health,status,suspected_cause,action,degradation,iforest_anomaly
K002,TestRig,12,2024-01-13,70.0,51.0,healthy,0.0,100.0,24.99,0.002,1.803,1.815,1.812,1.81,1.447,0.0146,2.0,0.0033,0.0062,0.65,0.0367,7.232,0.5322,100.0,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",1.04,False
K002,TestRig,13,2024-01-14,70.0,51.0,healthy,0.0,100.0,24.99,0.002,1.802,1.812,1.812,1.809,1.437,0.009,2.0,0.0159,0.0159,0.55,0.0345,5.735,0.5568,100.0,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,1.355,False
K002,TestRig,14,2024-01-15,70.0,51.0,healthy,0.0,100.0,24.99,0.002,1.805,1.817,1.814,1.812,1.438,0.0174,2.0,0.009,0.009,0.65,0.035,5.862,0.5575,100.0,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,1.867,False
K002,TestRig,15,2024-01-16,70.0,51.0,healthy,0.0,100.0,24.99,0.002,1.807,1.82,1.818,1.815,1.437,0.0157,2.0,0.0078,0.0078,0.7,0.0369,5.837,0.5721,96.0,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,2.685,False
K002,TestRig,16,2024-01-17,70.0,51.0,healthy,0.0,100.0,25.0,0.002,1.814,1.829,1.825,1.823,1.442,0.0163,2.0,0.0094,0.0094,0.83,0.0349,5.828,0.5489,100.0,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",1.819,False
K002,TestRig,17,2024-01-18,70.0,51.0,healthy,0.0,100.0,25.0,0.002,1.81,1.83,1.82,1.82,1.432,0.0139,2.0,0.0066,0.0084,1.08,0.037,12.258,0.5821,75.1,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,6.658,False
K002,TestRig,18,2024-01-19,70.0,51.0,healthy,0.0,100.0,25.0,0.002,1.814,1.831,1.822,1.822,1.429,0.0156,2.0,0.0113,0.0113,0.94,0.0361,9.056,0.5448,94.6,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,2.922,False
K002,TestRig,19,2024-01-20,70.0,51.0,healthy,0.0,100.0,25.0,0.002,1.801,1.812,1.807,1.807,1.438,0.0123,2.0,0.0096,0.0096,0.56,0.0345,5.552,0.58,97.3,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,2.473,False
K002,TestRig,20,2024-01-21,70.0,51.3,healthy,0.0,100.0,24.99,0.002,1.811,1.822,1.814,1.815,1.445,0.0133,2.0,0.0055,0.0061,0.6,0.0352,7.172,0.5534,100.0,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,1.367,False
K002,TestRig,21,2024-01-22,70.0,51.3,healthy,0.0,100.0,24.99,0.002,1.814,1.826,1.818,1.819,1.446,0.0151,2.0,0.007,0.007,0.71,0.0347,6.905,0.554,100.0,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",1.741,False
K002,TestRig,22,2024-01-23,70.0,51.3,healthy,0.0,100.0,24.99,0.002,1.805,1.815,1.81,1.81,1.449,0.0129,2.0,0.0073,0.0073,0.53,0.0357,6.049,0.582,96.6,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,2.582,False
K002,TestRig,23,2024-01-24,70.0,51.3,healthy,0.0,100.0,24.99,0.002,1.813,1.831,1.821,1.821,1.445,0.0058,2.0,0.0118,0.0155,1.01,0.0352,7.135,0.586,86.1,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,4.441,False
K002,TestRig,24,2024-01-25,70.0,51.2,healthy,0.0,100.0,25.0,0.002,1.807,1.825,1.815,1.816,1.432,0.0184,2.0,0.0054,0.0054,0.97,0.0376,9.055,0.5861,79.7,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,5.684,False
K002,TestRig,25,2024-01-26,70.0,51.2,healthy,0.0,100.0,25.0,0.002,1.804,1.822,1.813,1.813,1.437,0.0156,2.0,0.0112,0.0112,0.96,0.0351,9.723,0.5807,82.2,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,5.192,False
K002,TestRig,26,2024-01-27,70.0,51.2,healthy,0.0,100.0,25.0,0.002,1.8,1.816,1.805,1.807,1.434,0.0154,2.0,0.0051,0.0052,0.89,0.0335,6.957,0.5669,95.5,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,2.776,False
K002,TestRig,27,2024-01-28,70.0,51.2,healthy,0.0,100.0,25.0,0.002,1.803,1.821,1.81,1.811,1.44,0.0166,2.0,0.0059,0.0059,0.96,0.0355,6.639,0.5348,100.0,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",1.783,False
K002,TestRig,28,2024-01-29,70.0,51.0,healthy,0.0,100.0,24.99,0.002,1.802,1.82,1.814,1.812,1.44,0.0145,2.0,0.0039,0.0043,0.99,0.0335,6.564,0.5746,92.5,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,3.283,False
K002,TestRig,29,2024-01-30,70.0,51.0,healthy,0.0,100.0,24.99,0.002,1.804,1.82,1.812,1.812,1.44,0.007,2.0,0.018,0.018,0.9,0.0356,9.037,0.5613,89.0,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,3.906,False
K002,TestRig,30,2024-01-31,70.0,51.0,healthy,0.0,100.0,24.99,0.002,1.807,1.825,1.817,1.816,1.444,0.0148,2.0,0.0047,0.0047,0.99,0.0356,6.601,0.5488,100.0,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",1.839,False
K002,TestRig,31,2024-02-01,70.0,51.0,healthy,0.0,100.0,24.99,0.002,1.806,1.819,1.81,1.812,1.454,0.0158,2.0,0.0076,0.0076,0.76,0.0364,9.214,0.5604,91.2,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,3.52,False
K002,TestRig,32,2024-02-02,70.0,51.2,healthy,0.0,100.0,24.99,0.002,1.806,1.823,1.814,1.814,1.431,0.0152,2.0,0.0072,0.0072,0.98,0.0355,7.625,0.5729,89.8,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,3.761,False
K002,TestRig,33,2024-02-03,70.0,51.2,healthy,0.0,100.0,24.99,0.002,1.806,1.824,1.815,1.815,1.444,0.0187,2.0,0.0069,0.0069,0.97,0.0348,6.785,0.5783,87.5,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,4.187,False
K002,TestRig,34,2024-02-04,70.0,51.2,healthy,0.0,100.0,24.99,0.002,1.804,1.821,1.81,1.812,1.439,0.0174,2.0,0.0083,0.0083,0.93,0.0353,6.688,0.5618,95.3,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",2.812,False
K002,TestRig,35,2024-02-05,70.0,51.2,healthy,0.0,100.0,24.99,0.002,1.803,1.818,1.808,1.81,1.432,0.0142,2.0,0.0064,0.0064,0.86,0.0342,7.551,0.5264,100.0,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",1.617,False
K002,TestRig,36,2024-02-06,70.0,51.0,healthy,0.0,109.0,25.0,0.002,1.801,1.817,1.814,1.811,1.474,0.0063,2.0,0.0257,0.036,0.85,0.0337,5.049,0.5668,77.9,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,6.071,True
K002,TestRig,37,2024-02-07,70.0,51.0,healthy,0.0,109.0,25.0,0.002,1.801,1.82,1.815,1.812,1.441,0.004,2.0,0.0295,0.0392,1.05,0.035,7.279,0.5676,78.0,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,6.051,True
K002,TestRig,38,2024-02-08,70.0,51.0,healthy,0.0,109.0,25.0,0.002,1.801,1.818,1.806,1.808,1.45,0.0055,2.0,0.0199,0.027,0.93,0.0346,6.771,0.5289,96.0,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",2.689,False
K002,TestRig,39,2024-02-09,70.0,51.0,healthy,0.0,109.0,25.0,0.002,1.803,1.816,1.808,1.809,1.472,0.0059,2.0,0.0315,0.0424,0.7,0.0336,5.304,0.556,79.3,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,5.767,True
K002,TestRig,40,2024-02-10,70.0,50.9,healthy,0.0,100.0,24.99,0.002,1.797,1.809,1.809,1.805,1.451,0.0168,2.0,0.0121,0.0121,0.69,0.0352,6.994,0.5684,96.2,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,2.659,False
K002,TestRig,41,2024-02-11,70.0,50.9,healthy,0.0,100.0,24.99,0.002,1.8,1.814,1.811,1.808,1.44,0.0179,2.0,0.0115,0.0115,0.79,0.0372,7.03,0.5747,91.7,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,3.42,False
K002,TestRig,42,2024-02-12,70.0,50.9,healthy,0.0,100.0,24.99,0.002,1.799,1.816,1.81,1.808,1.428,0.0193,2.0,0.0073,0.0073,0.95,0.035,7.47,0.544,97.3,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",2.465,False
K002,TestRig,43,2024-02-13,70.0,50.9,healthy,0.0,100.0,24.99,0.002,1.801,1.819,1.809,1.809,1.474,0.016,2.0,0.013,0.013,1.0,0.0348,8.714,0.55,86.9,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",4.289,True
K002,TestRig,44,2024-02-14,70.0,51.5,healthy,0.0,100.0,24.99,0.002,1.809,1.828,1.819,1.819,1.453,0.017,2.0,0.0083,0.0083,1.02,0.0356,6.622,0.5032,98.2,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",2.313,False
K002,TestRig,45,2024-02-15,70.0,51.5,healthy,0.0,100.0,24.99,0.002,1.81,1.827,1.82,1.819,1.435,0.0148,2.0,0.0028,0.0055,0.95,0.0347,8.269,0.542,97.6,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",2.412,False
K002,TestRig,46,2024-02-16,70.0,51.5,healthy,0.0,100.0,24.99,0.002,1.808,1.826,1.818,1.817,1.439,0.0173,2.0,0.007,0.007,1.02,0.036,5.743,0.5322,99.4,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",2.121,False
K002,TestRig,47,2024-02-17,70.0,51.5,healthy,0.0,100.0,24.99,0.002,1.808,1.826,1.819,1.818,1.441,0.0173,2.0,0.0043,0.0043,0.98,0.0332,6.83,0.5566,95.5,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",2.778,False
K002,TestRig,48,2024-02-18,70.0,51.1,healthy,0.0,100.0,25.0,0.002,1.794,1.811,1.808,1.804,1.462,0.0167,2.0,0.0046,0.0055,0.93,0.0362,6.787,0.5854,84.6,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,4.722,False
K002,TestRig,49,2024-02-19,70.0,51.1,healthy,0.0,100.0,25.0,0.002,1.803,1.815,1.814,1.811,1.463,0.0174,2.0,0.0038,0.005,0.69,0.0352,7.076,0.5798,87.2,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,4.247,False
K002,TestRig,50,2024-02-20,70.0,51.1,healthy,0.0,100.0,25.0,0.002,1.798,1.814,1.809,1.807,1.451,0.0187,2.0,0.0082,0.0082,0.87,0.035,6.059,0.5692,92.7,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,3.252,False
K002,TestRig,51,2024-02-21,70.0,51.1,healthy,0.0,100.0,25.0,0.002,1.798,1.813,1.809,1.807,1.441,0.0178,2.0,0.0044,0.0046,0.85,0.0369,9.29,0.5374,95.1,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,2.844,False
K002,TestRig,52,2024-02-22,70.0,51.1,healthy,0.0,100.0,24.99,0.002,1.803,1.816,1.807,1.809,1.461,0.0159,2.0,0.0054,0.0054,0.76,0.0364,7.086,0.5798,88.2,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,4.055,False
K002,TestRig,53,2024-02-23,70.0,51.1,healthy,0.0,100.0,24.99,0.002,1.805,1.817,1.809,1.81,1.449,0.0163,2.0,0.0068,0.0068,0.69,0.0374,7.791,0.5675,94.6,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,2.918,False
K002,TestRig,54,2024-02-24,70.0,51.1,healthy,0.0,100.0,24.99,0.002,1.804,1.814,1.809,1.809,1.452,0.0136,2.0,0.0038,0.0043,0.56,0.0352,7.731,0.5818,92.6,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,3.273,False
K002,TestRig,55,2024-02-25,70.0,51.1,healthy,0.0,100.0,24.99,0.002,1.807,1.818,1.812,1.813,1.469,0.0151,2.0,0.008,0.008,0.59,0.0369,8.148,0.5509,95.3,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",2.807,False
K002,TestRig,56,2024-02-26,70.0,51.4,healthy,0.0,100.0,24.99,0.002,1.814,1.826,1.817,1.819,1.455,0.008,2.0,0.0154,0.0154,0.69,0.0351,9.281,0.5546,93.0,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,3.199,True
K002,TestRig,57,2024-02-27,70.0,51.4,healthy,0.0,100.0,24.99,0.002,1.817,1.833,1.824,1.825,1.451,0.016,2.0,0.0106,0.0106,0.85,0.0358,6.29,0.5503,100.0,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",2.026,False
K002,TestRig,58,2024-02-28,70.0,51.4,healthy,0.0,100.0,24.99,0.002,1.82,1.838,1.827,1.828,1.446,0.0125,2.0,0.0106,0.0106,0.95,0.0349,6.782,0.5436,100.0,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",1.81,False
K002,TestRig,59,2024-02-29,70.0,51.4,healthy,0.0,100.0,24.99,0.002,1.816,1.828,1.82,1.821,1.453,0.0132,2.0,0.0062,0.0062,0.68,0.0353,7.657,0.5481,100.0,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",1.76,False
K002,TestRig,60,2024-03-01,70.0,51.4,healthy,0.0,100.0,25.0,0.002,1.807,1.824,1.813,1.815,1.431,0.0178,2.0,0.0076,0.0076,0.92,0.0355,7.375,0.5402,98.5,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",2.275,False
K002,TestRig,61,2024-03-02,70.0,51.4,healthy,0.0,100.0,25.0,0.002,1.807,1.824,1.814,1.815,1.445,0.0151,2.0,0.0116,0.0116,0.91,0.0352,10.848,0.527,91.4,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,3.475,False
K002,TestRig,62,2024-03-03,70.0,51.4,healthy,0.0,100.0,25.0,0.002,1.809,1.824,1.814,1.816,1.434,0.0173,2.0,0.0062,0.0062,0.86,0.0337,7.267,0.5629,93.9,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,3.045,False
K002,TestRig,63,2024-03-04,70.0,51.4,healthy,0.0,100.0,25.0,0.002,1.806,1.82,1.811,1.812,1.447,0.0173,2.0,0.0077,0.0077,0.79,0.0343,7.831,0.5643,93.3,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,3.152,False
K002,TestRig,64,2024-03-05,70.0,51.3,healthy,0.0,100.0,25.0,0.002,1.817,1.828,1.822,1.822,1.431,0.0172,2.0,0.0048,0.0048,0.58,0.0353,7.354,0.5613,97.5,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,2.441,False
K002,TestRig,65,2024-03-06,70.0,51.3,healthy,0.0,100.0,25.0,0.002,1.818,1.828,1.824,1.823,1.451,0.0175,2.0,0.0052,0.0052,0.57,0.0382,8.377,0.5905,84.2,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,4.798,False
K002,TestRig,66,2024-03-07,70.0,51.3,healthy,0.0,100.0,25.0,0.002,1.815,1.825,1.823,1.821,1.437,0.0179,2.0,0.0086,0.0086,0.59,0.0363,10.023,0.5571,91.2,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,3.52,False
K002,TestRig,67,2024-03-08,70.0,51.3,healthy,0.0,100.0,25.0,0.002,1.805,1.82,1.817,1.814,1.442,0.0163,2.0,0.0077,0.0077,0.83,0.0351,6.012,0.5866,88.9,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,3.929,False
K002,TestRig,68,2024-03-09,70.0,51.1,healthy,0.0,100.0,25.0,0.002,1.809,1.827,1.82,1.819,1.444,0.0109,2.0,0.0139,0.0139,1.01,0.0353,9.11,0.5265,94.8,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",2.894,True
K002,TestRig,69,2024-03-10,70.0,51.1,healthy,0.0,100.0,25.0,0.002,1.806,1.818,1.809,1.811,1.448,0.0089,2.0,0.0022,0.0087,0.63,0.0354,6.753,0.5512,100.0,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",1.034,False
K002,TestRig,70,2024-03-11,70.0,51.1,healthy,0.0,100.0,25.0,0.002,1.813,1.829,1.818,1.82,1.451,0.0131,2.0,0.0019,0.0075,0.91,0.0357,11.736,0.575,79.8,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,5.674,False
K002,TestRig,71,2024-03-12,70.0,51.1,healthy,0.0,100.0,25.0,0.002,1.807,1.819,1.813,1.813,1.447,0.0037,2.0,0.0169,0.0169,0.66,0.0359,7.519,0.5972,84.8,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,4.689,False
K002,TestRig,72,2024-03-13,70.0,51.1,healthy,0.0,100.0,24.99,0.002,1.819,1.83,1.823,1.824,1.438,0.0089,2.0,0.0113,0.0131,0.63,0.0331,8.598,0.5813,88.8,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,3.955,False
K002,TestRig,73,2024-03-14,70.0,51.1,healthy,0.0,100.0,24.99,0.002,1.814,1.827,1.821,1.82,1.447,0.0066,2.0,0.0138,0.0138,0.71,0.0347,6.879,0.5847,91.2,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,3.512,False
K002,TestRig,74,2024-03-15,70.0,51.1,healthy,0.0,100.0,24.99,0.002,1.812,1.821,1.819,1.817,1.456,0.01,2.0,0.01,0.0105,0.5,0.0375,6.4,0.5559,100.0,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,1.422,False
K002,TestRig,75,2024-03-16,70.0,51.1,healthy,0.0,100.0,24.99,0.002,1.813,1.825,1.823,1.82,1.444,0.0174,2.0,0.0073,0.0073,0.67,0.0356,7.406,0.5406,100.0,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",1.749,False
K002,TestRig,76,2024-03-17,70.0,51.0,healthy,0.0,100.0,24.99,0.002,1.806,1.818,1.817,1.814,1.458,0.0185,2.0,0.0078,0.0078,0.66,0.0361,7.08,0.5333,99.7,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",2.082,False
K002,TestRig,77,2024-03-18,70.0,51.0,healthy,0.0,100.0,24.99,0.002,1.807,1.82,1.818,1.815,1.457,0.0179,2.0,0.0059,0.0059,0.7,0.0356,6.776,0.5541,97.8,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",2.392,False
K002,TestRig,78,2024-03-19,70.0,51.0,healthy,0.0,100.0,24.99,0.002,1.806,1.822,1.819,1.816,1.439,0.0187,2.0,0.0058,0.0058,0.87,0.036,5.835,0.5671,92.9,Healthy,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,3.216,False
K002,TestRig,79,2024-03-20,70.0,51.0,healthy,0.0,100.0,24.99,0.002,1.808,1.824,1.819,1.817,1.451,0.0185,2.0,0.0063,0.0063,0.91,0.0359,7.798,0.5346,96.1,Healthy,Phase unbalance / overload,"Check supply balance, terminal tightness and winding insulation",2.663,False
KI04,TestRig,0,2024-01-01,70.0,45.1,bearing,1.0,100.0,24.99,0.002,1.782,1.799,1.793,1.791,1.45,0.0174,2.0,0.0047,0.0057,0.96,0.0575,4.871,0.7084,55.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.616,False
KI04,TestRig,1,2024-01-02,70.0,45.1,bearing,1.0,100.0,24.99,0.002,1.784,1.801,1.794,1.793,1.445,0.019,2.0,0.0064,0.0064,0.98,0.0582,5.117,0.7047,55.1,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.662,False
KI04,TestRig,2,2024-01-03,70.0,45.1,bearing,1.0,100.0,24.99,0.002,1.783,1.799,1.79,1.791,1.446,0.0178,2.0,0.0069,0.0069,0.92,0.0578,4.925,0.6963,58.0,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.833,False
KI04,TestRig,3,2024-01-04,70.0,45.1,bearing,1.0,100.0,24.99,0.002,1.784,1.796,1.789,1.79,1.453,0.0168,2.0,0.0072,0.0072,0.68,0.0572,6.189,0.6811,63.4,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,9.386,False
KI04,TestRig,4,2024-01-05,70.0,45.9,bearing,1.0,100.0,24.99,0.002,1.782,1.794,1.788,1.788,1.447,0.0109,2.0,0.0127,0.0127,0.71,0.0605,5.253,0.7062,59.1,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.533,False
KI04,TestRig,5,2024-01-06,70.0,45.9,bearing,1.0,100.0,24.99,0.002,1.784,1.798,1.79,1.791,1.452,0.0165,2.0,0.0084,0.0084,0.76,0.0576,5.122,0.7084,56.9,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.14,False
KI04,TestRig,6,2024-01-07,70.0,45.9,bearing,1.0,100.0,24.99,0.002,1.784,1.796,1.789,1.789,1.451,0.0157,2.0,0.0094,0.0094,0.69,0.0563,6.094,0.7183,56.1,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.364,False
KI04,TestRig,7,2024-01-08,70.0,45.9,bearing,1.0,100.0,24.99,0.002,1.785,1.801,1.792,1.793,1.45,0.016,2.0,0.009,0.009,0.9,0.0578,5.214,0.7104,56.0,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.412,False
KI04,TestRig,8,2024-01-09,70.0,46.0,bearing,1.0,100.0,24.99,0.002,1.784,1.794,1.792,1.79,1.445,0.0164,2.0,0.0064,0.0064,0.6,0.0586,5.753,0.7037,59.7,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.372,False
KI04,TestRig,9,2024-01-10,70.0,46.0,bearing,1.0,100.0,24.99,0.002,1.784,1.794,1.793,1.79,1.442,0.017,2.0,0.0087,0.0087,0.6,0.0572,6.134,0.7168,56.7,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.199,False
KI04,TestRig,10,2024-01-11,70.0,46.0,bearing,1.0,100.0,24.99,0.002,1.784,1.794,1.793,1.79,1.447,0.0159,2.0,0.0085,0.0085,0.56,0.059,5.16,0.7025,60.5,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.15,False
KI04,TestRig,11,2024-01-12,70.0,46.0,bearing,1.0,100.0,24.99,0.002,1.786,1.796,1.796,1.793,1.448,0.0138,2.0,0.0103,0.0103,0.55,0.0572,5.361,0.7195,57.9,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.851,False
KI04,TestRig,12,2024-01-13,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.78,1.791,1.79,1.787,1.473,0.019,2.0,0.0055,0.0055,0.64,0.058,5.673,0.7101,52.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.488,False
KI04,TestRig,13,2024-01-14,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.783,1.793,1.792,1.789,1.474,0.0183,2.0,0.0043,0.0043,0.58,0.0603,5.516,0.7062,53.5,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.151,False
KI04,TestRig,14,2024-01-15,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.78,1.792,1.791,1.788,1.475,0.0161,2.0,0.0039,0.0064,0.69,0.0585,5.107,0.702,54.5,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.834,False
KI04,TestRig,15,2024-01-16,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.784,1.793,1.792,1.789,1.471,0.0167,2.0,0.0105,0.0105,0.51,0.0575,5.552,0.7017,56.6,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.228,False
KI04,TestRig,16,2024-01-17,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.769,1.786,1.778,1.778,1.465,0.0165,2.0,0.0066,0.0066,0.94,0.058,5.392,0.7192,50.9,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.942,False
KI04,TestRig,17,2024-01-18,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.769,1.787,1.779,1.778,1.463,0.0168,2.0,0.0065,0.0065,0.99,0.0584,5.368,0.7169,51.1,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.864,False
KI04,TestRig,18,2024-01-19,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.77,1.788,1.781,1.78,1.463,0.0115,2.0,0.0075,0.0094,1.05,0.0572,5.108,0.7125,52.9,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.326,False
KI04,TestRig,19,2024-01-20,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.775,1.79,1.784,1.783,1.475,0.0153,2.0,0.0089,0.0089,0.87,0.058,4.631,0.7122,51.5,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.739,False
KI04,TestRig,20,2024-01-21,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.772,1.785,1.776,1.778,1.468,0.0149,2.0,0.0088,0.0088,0.71,0.0581,4.876,0.727,51.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.826,False
KI04,TestRig,21,2024-01-22,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.771,1.782,1.775,1.776,1.466,0.016,2.0,0.0069,0.0069,0.63,0.0592,4.873,0.7178,53.4,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.167,False
KI04,TestRig,22,2024-01-23,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.775,1.788,1.78,1.781,1.461,0.0156,2.0,0.0066,0.0066,0.75,0.0591,5.289,0.7461,48.2,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.822,False
KI04,TestRig,23,2024-01-24,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.774,1.787,1.779,1.78,1.48,0.0148,2.0,0.0088,0.0088,0.71,0.0592,5.092,0.7305,48.5,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.724,False
KI04,TestRig,24,2024-01-25,70.0,46.2,bearing,1.0,100.0,24.99,0.002,1.776,1.79,1.781,1.782,1.45,0.0166,2.0,0.0054,0.0054,0.76,0.06,5.516,0.6988,59.0,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.548,False
KI04,TestRig,25,2024-01-26,70.0,46.2,bearing,1.0,100.0,24.99,0.002,1.773,1.785,1.778,1.779,1.454,0.0164,2.0,0.0047,0.0047,0.63,0.0587,6.571,0.6979,59.8,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.339,False
