motor_id,motor_type,day,date,load_pct,temp_c,true_fault,true_severity,f0_hz,fr_hz,slip,rms_a,rms_b,rms_c,rms_mean,crest,thd,sideband_ratio,ecc_ratio,bearing_band,unbalance_pct,vib_rms,vib_crest,vib_high_ratio
K002,TestRig,55,2024-02-25,70.0,51.1,healthy,0.0,100.0,24.99,0.002,1.807,1.818,1.812,1.813,1.469,0.0151,2.0,0.008,0.008,0.59,0.0369,8.148,0.5509
K002,TestRig,56,2024-02-26,70.0,51.4,healthy,0.0,100.0,24.99,0.002,1.814,1.826,1.817,1.819,1.455,0.008,2.0,0.0154,0.0154,0.69,0.0351,9.281,0.5546
K002,TestRig,57,2024-02-27,70.0,51.4,healthy,0.0,100.0,24.99,0.002,1.817,1.833,1.824,1.825,1.451,0.016,2.0,0.0106,0.0106,0.85,0.0358,6.29,0.5503
K002,TestRig,58,2024-02-28,70.0,51.4,healthy,0.0,100.0,24.99,0.002,1.82,1.838,1.827,1.828,1.446,0.0125,2.0,0.0106,0.0106,0.95,0.0349,6.782,0.5436
K002,TestRig,59,2024-02-29,70.0,51.4,healthy,0.0,100.0,24.99,0.002,1.816,1.828,1.82,1.821,1.453,0.0132,2.0,0.0062,0.0062,0.68,0.0353,7.657,0.5481
K002,TestRig,60,2024-03-01,70.0,51.4,healthy,0.0,100.0,25.0,0.002,1.807,1.824,1.813,1.815,1.431,0.0178,2.0,0.0076,0.0076,0.92,0.0355,7.375,0.5402
K002,TestRig,61,2024-03-02,70.0,51.4,healthy,0.0,100.0,25.0,0.002,1.807,1.824,1.814,1.815,1.445,0.0151,2.0,0.0116,0.0116,0.91,0.0352,10.848,0.527
K002,TestRig,62,2024-03-03,70.0,51.4,healthy,0.0,100.0,25.0,0.002,1.809,1.824,1.814,1.816,1.434,0.0173,2.0,0.0062,0.0062,0.86,0.0337,7.267,0.5629
K002,TestRig,63,2024-03-04,70.0,51.4,healthy,0.0,100.0,25.0,0.002,1.806,1.82,1.811,1.812,1.447,0.0173,2.0,0.0077,0.0077,0.79,0.0343,7.831,0.5643
K002,TestRig,64,2024-03-05,70.0,51.3,healthy,0.0,100.0,25.0,0.002,1.817,1.828,1.822,1.822,1.431,0.0172,2.0,0.0048,0.0048,0.58,0.0353,7.354,0.5613
K002,TestRig,65,2024-03-06,70.0,51.3,healthy,0.0,100.0,25.0,0.002,1.818,1.828,1.824,1.823,1.451,0.0175,2.0,0.0052,0.0052,0.57,0.0382,8.377,0.5905
K002,TestRig,66,2024-03-07,70.0,51.3,healthy,0.0,100.0,25.0,0.002,1.815,1.825,1.823,1.821,1.437,0.0179,2.0,0.0086,0.0086,0.59,0.0363,10.023,0.5571
K002,TestRig,67,2024-03-08,70.0,51.3,healthy,0.0,100.0,25.0,0.002,1.805,1.82,1.817,1.814,1.442,0.0163,2.0,0.0077,0.0077,0.83,0.0351,6.012,0.5866
K002,TestRig,68,2024-03-09,70.0,51.1,healthy,0.0,100.0,25.0,0.002,1.809,1.827,1.82,1.819,1.444,0.0109,2.0,0.0139,0.0139,1.01,0.0353,9.11,0.5265
K002,TestRig,69,2024-03-10,70.0,51.1,healthy,0.0,100.0,25.0,0.002,1.806,1.818,1.809,1.811,1.448,0.0089,2.0,0.0022,0.0087,0.63,0.0354,6.753,0.5512
K002,TestRig,70,2024-03-11,70.0,51.1,healthy,0.0,100.0,25.0,0.002,1.813,1.829,1.818,1.82,1.451,0.0131,2.0,0.0019,0.0075,0.91,0.0357,11.736,0.575
K002,TestRig,71,2024-03-12,70.0,51.1,healthy,0.0,100.0,25.0,0.002,1.807,1.819,1.813,1.813,1.447,0.0037,2.0,0.0169,0.0169,0.66,0.0359,7.519,0.5972
K002,TestRig,72,2024-03-13,70.0,51.1,healthy,0.0,100.0,24.99,0.002,1.819,1.83,1.823,1.824,1.438,0.0089,2.0,0.0113,0.0131,0.63,0.0331,8.598,0.5813
K002,TestRig,73,2024-03-14,70.0,51.1,healthy,0.0,100.0,24.99,0.002,1.814,1.827,1.821,1.82,1.447,0.0066,2.0,0.0138,0.0138,0.71,0.0347,6.879,0.5847
K002,TestRig,74,2024-03-15,70.0,51.1,healthy,0.0,100.0,24.99,0.002,1.812,1.821,1.819,1.817,1.456,0.01,2.0,0.01,0.0105,0.5,0.0375,6.4,0.5559
K002,TestRig,75,2024-03-16,70.0,51.1,healthy,0.0,100.0,24.99,0.002,1.813,1.825,1.823,1.82,1.444,0.0174,2.0,0.0073,0.0073,0.67,0.0356,7.406,0.5406
K002,TestRig,76,2024-03-17,70.0,51.0,healthy,0.0,100.0,24.99,0.002,1.806,1.818,1.817,1.814,1.458,0.0185,2.0,0.0078,0.0078,0.66,0.0361,7.08,0.5333
K002,TestRig,77,2024-03-18,70.0,51.0,healthy,0.0,100.0,24.99,0.002,1.807,1.82,1.818,1.815,1.457,0.0179,2.0,0.0059,0.0059,0.7,0.0356,6.776,0.5541
K002,TestRig,78,2024-03-19,70.0,51.0,healthy,0.0,100.0,24.99,0.002,1.806,1.822,1.819,1.816,1.439,0.0187,2.0,0.0058,0.0058,0.87,0.036,5.835,0.5671
K002,TestRig,79,2024-03-20,70.0,51.0,healthy,0.0,100.0,24.99,0.002,1.808,1.824,1.819,1.817,1.451,0.0185,2.0,0.0063,0.0063,0.91,0.0359,7.798,0.5346
KI04,TestRig,0,2024-01-01,70.0,45.1,bearing,1.0,100.0,24.99,0.002,1.782,1.799,1.793,1.791,1.45,0.0174,2.0,0.0047,0.0057,0.96,0.0575,4.871,0.7084
KI04,TestRig,1,2024-01-02,70.0,45.1,bearing,1.0,100.0,24.99,0.002,1.784,1.801,1.794,1.793,1.445,0.019,2.0,0.0064,0.0064,0.98,0.0582,5.117,0.7047
KI04,TestRig,2,2024-01-03,70.0,45.1,bearing,1.0,100.0,24.99,0.002,1.783,1.799,1.79,1.791,1.446,0.0178,2.0,0.0069,0.0069,0.92,0.0578,4.925,0.6963
KI04,TestRig,3,2024-01-04,70.0,45.1,bearing,1.0,100.0,24.99,0.002,1.784,1.796,1.789,1.79,1.453,0.0168,2.0,0.0072,0.0072,0.68,0.0572,6.189,0.6811
KI04,TestRig,4,2024-01-05,70.0,45.9,bearing,1.0,100.0,24.99,0.002,1.782,1.794,1.788,1.788,1.447,0.0109,2.0,0.0127,0.0127,0.71,0.0605,5.253,0.7062
KI04,TestRig,5,2024-01-06,70.0,45.9,bearing,1.0,100.0,24.99,0.002,1.784,1.798,1.79,1.791,1.452,0.0165,2.0,0.0084,0.0084,0.76,0.0576,5.122,0.7084
KI04,TestRig,6,2024-01-07,70.0,45.9,bearing,1.0,100.0,24.99,0.002,1.784,1.796,1.789,1.789,1.451,0.0157,2.0,0.0094,0.0094,0.69,0.0563,6.094,0.7183
KI04,TestRig,7,2024-01-08,70.0,45.9,bearing,1.0,100.0,24.99,0.002,1.785,1.801,1.792,1.793,1.45,0.016,2.0,0.009,0.009,0.9,0.0578,5.214,0.7104
KI04,TestRig,8,2024-01-09,70.0,46.0,bearing,1.0,100.0,24.99,0.002,1.784,1.794,1.792,1.79,1.445,0.0164,2.0,0.0064,0.0064,0.6,0.0586,5.753,0.7037
KI04,TestRig,9,2024-01-10,70.0,46.0,bearing,1.0,100.0,24.99,0.002,1.784,1.794,1.793,1.79,1.442,0.017,2.0,0.0087,0.0087,0.6,0.0572,6.134,0.7168
KI04,TestRig,10,2024-01-11,70.0,46.0,bearing,1.0,100.0,24.99,0.002,1.784,1.794,1.793,1.79,1.447,0.0159,2.0,0.0085,0.0085,0.56,0.059,5.16,0.7025
KI04,TestRig,11,2024-01-12,70.0,46.0,bearing,1.0,100.0,24.99,0.002,1.786,1.796,1.796,1.793,1.448,0.0138,2.0,0.0103,0.0103,0.55,0.0572,5.361,0.7195
KI04,TestRig,12,2024-01-13,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.78,1.791,1.79,1.787,1.473,0.019,2.0,0.0055,0.0055,0.64,0.058,5.673,0.7101
KI04,TestRig,13,2024-01-14,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.783,1.793,1.792,1.789,1.474,0.0183,2.0,0.0043,0.0043,0.58,0.0603,5.516,0.7062
KI04,TestRig,14,2024-01-15,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.78,1.792,1.791,1.788,1.475,0.0161,2.0,0.0039,0.0064,0.69,0.0585,5.107,0.702
KI04,TestRig,15,2024-01-16,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.784,1.793,1.792,1.789,1.471,0.0167,2.0,0.0105,0.0105,0.51,0.0575,5.552,0.7017
KI04,TestRig,16,2024-01-17,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.769,1.786,1.778,1.778,1.465,0.0165,2.0,0.0066,0.0066,0.94,0.058,5.392,0.7192
KI04,TestRig,17,2024-01-18,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.769,1.787,1.779,1.778,1.463,0.0168,2.0,0.0065,0.0065,0.99,0.0584,5.368,0.7169
KI04,TestRig,18,2024-01-19,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.77,1.788,1.781,1.78,1.463,0.0115,2.0,0.0075,0.0094,1.05,0.0572,5.108,0.7125
KI04,TestRig,19,2024-01-20,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.775,1.79,1.784,1.783,1.475,0.0153,2.0,0.0089,0.0089,0.87,0.058,4.631,0.7122
KI04,TestRig,20,2024-01-21,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.772,1.785,1.776,1.778,1.468,0.0149,2.0,0.0088,0.0088,0.71,0.0581,4.876,0.727
KI04,TestRig,21,2024-01-22,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.771,1.782,1.775,1.776,1.466,0.016,2.0,0.0069,0.0069,0.63,0.0592,4.873,0.7178
KI04,TestRig,22,2024-01-23,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.775,1.788,1.78,1.781,1.461,0.0156,2.0,0.0066,0.0066,0.75,0.0591,5.289,0.7461
KI04,TestRig,23,2024-01-24,70.0,46.1,bearing,1.0,100.0,24.99,0.002,1.774,1.787,1.779,1.78,1.48,0.0148,2.0,0.0088,0.0088,0.71,0.0592,5.092,0.7305
KI04,TestRig,24,2024-01-25,70.0,46.2,bearing,1.0,100.0,24.99,0.002,1.776,1.79,1.781,1.782,1.45,0.0166,2.0,0.0054,0.0054,0.76,0.06,5.516,0.6988
KI04,TestRig,25,2024-01-26,70.0,46.2,bearing,1.0,100.0,24.99,0.002,1.773,1.785,1.778,1.779,1.454,0.0164,2.0,0.0047,0.0047,0.63,0.0587,6.571,0.6979
KI04,TestRig,26,2024-01-27,70.0,46.2,bearing,1.0,100.0,24.99,0.002,1.77,1.78,1.774,1.774,1.448,0.015,2.0,0.0038,0.0053,0.55,0.0602,5.048,0.6889
KI04,TestRig,27,2024-01-28,70.0,46.2,bearing,1.0,100.0,24.99,0.002,1.773,1.783,1.777,1.778,1.448,0.0137,2.0,0.0111,0.0111,0.55,0.0615,6.469,0.722
KI04,TestRig,28,2024-01-29,70.0,46.3,bearing,1.0,100.0,24.99,0.002,1.777,1.788,1.781,1.782,1.456,0.0162,2.0,0.0076,0.0076,0.63,0.0606,5.528,0.6884
KI04,TestRig,29,2024-01-30,70.0,46.3,bearing,1.0,100.0,24.99,0.002,1.778,1.788,1.783,1.783,1.449,0.0132,2.0,0.0036,0.0074,0.59,0.0608,5.185,0.7017
KI04,TestRig,30,2024-01-31,70.0,46.3,bearing,1.0,100.0,24.99,0.002,1.781,1.79,1.785,1.785,1.451,0.0163,2.0,0.0055,0.0055,0.51,0.062,5.17,0.7066
KI04,TestRig,31,2024-02-01,70.0,46.3,bearing,1.0,100.0,24.99,0.002,1.78,1.788,1.785,1.785,1.447,0.0162,2.0,0.0047,0.0047,0.46,0.0606,4.763,0.7208
KI04,TestRig,32,2024-02-02,70.0,46.2,bearing,1.0,101.0,25.0,0.002,1.772,1.789,1.786,1.782,1.452,0.0068,2.0,0.0315,0.0397,0.92,0.064,5.082,0.7284
KI04,TestRig,33,2024-02-03,70.0,46.2,bearing,1.0,101.0,25.0,0.002,1.771,1.788,1.786,1.781,1.458,0.004,2.0,0.0221,0.0343,0.94,0.065,4.626,0.6888
KI04,TestRig,34,2024-02-04,70.0,46.2,bearing,1.0,101.0,25.0,0.002,1.769,1.785,1.78,1.778,1.456,0.0069,2.0,0.038,0.0511,0.93,0.0641,4.601,0.6928
KI04,TestRig,35,2024-02-05,70.0,46.2,bearing,1.0,101.0,25.0,0.002,1.771,1.787,1.784,1.781,1.457,0.0045,2.0,0.0331,0.0389,0.91,0.0645,4.212,0.6667
KI04,TestRig,36,2024-02-06,70.0,46.4,bearing,1.0,100.0,24.99,0.002,1.774,1.791,1.783,1.783,1.461,0.0162,2.0,0.0073,0.0073,0.92,0.0639,5.026,0.7046
KI04,TestRig,37,2024-02-07,70.0,46.4,bearing,1.0,100.0,24.99,0.002,1.774,1.789,1.782,1.782,1.469,0.0125,2.0,0.0107,0.0107,0.86,0.0646,6.428,0.6742
KI04,TestRig,38,2024-02-08,70.0,46.4,bearing,1.0,100.0,24.99,0.002,1.775,1.791,1.783,1.783,1.456,0.0167,2.0,0.0074,0.0074,0.89,0.0641,5.493,0.7168
KI04,TestRig,39,2024-02-09,70.0,46.4,bearing,1.0,100.0,24.99,0.002,1.774,1.788,1.78,1.781,1.462,0.0152,2.0,0.0085,0.0085,0.76,0.065,5.063,0.7218
KI04,TestRig,40,2024-02-10,70.0,46.4,bearing,1.0,100.0,25.0,0.002,1.776,1.785,1.783,1.781,1.473,0.0178,2.0,0.0082,0.0082,0.51,0.0642,5.084,0.6881
KI04,TestRig,41,2024-02-11,70.0,46.4,bearing,1.0,100.0,25.0,0.002,1.774,1.781,1.782,1.779,1.473,0.0181,2.0,0.0066,0.0066,0.44,0.0621,5.638,0.6825
KI04,TestRig,42,2024-02-12,70.0,46.4,bearing,1.0,100.0,25.0,0.002,1.772,1.781,1.78,1.778,1.471,0.0187,2.0,0.0073,0.0073,0.5,0.0634,4.512,0.6963
KI04,TestRig,43,2024-02-13,70.0,46.4,bearing,1.0,100.0,25.0,0.002,1.773,1.78,1.78,1.778,1.471,0.016,2.0,0.0078,0.0078,0.38,0.0643,5.493,0.6825
KI04,TestRig,44,2024-02-14,70.0,45.2,bearing,1.0,100.0,24.99,0.002,1.785,1.801,1.792,1.793,1.443,0.0171,2.0,0.0083,0.0083,0.87,0.0578,5.29,0.6947
KI04,TestRig,45,2024-02-15,70.0,45.2,bearing,1.0,100.0,24.99,0.002,1.784,1.796,1.788,1.789,1.448,0.0163,2.0,0.0059,0.0059,0.7,0.0565,5.767,0.6904
KI04,TestRig,46,2024-02-16,70.0,45.2,bearing,1.0,100.0,24.99,0.002,1.785,1.797,1.789,1.791,1.452,0.0158,2.0,0.0048,0.0048,0.66,0.0629,5.165,0.7018
KI04,TestRig,47,2024-02-17,70.0,45.2,bearing,1.0,100.0,24.99,0.002,1.786,1.798,1.791,1.792,1.45,0.0162,2.0,0.0056,0.0056,0.67,0.0629,5.432,0.6857
KI04,TestRig,48,2024-02-18,70.0,46.5,bearing,1.0,100.0,24.99,0.002,1.77,1.778,1.775,1.774,1.47,0.0157,2.0,0.0061,0.0061,0.46,0.0633,5.596,0.7035
KI04,TestRig,49,2024-02-19,70.0,46.5,bearing,1.0,100.0,24.99,0.002,1.773,1.782,1.776,1.777,1.468,0.0149,2.0,0.0098,0.0098,0.46,0.064,5.617,0.7169
KI04,TestRig,50,2024-02-20,70.0,46.5,bearing,1.0,100.0,24.99,0.002,1.77,1.778,1.774,1.774,1.477,0.0157,2.0,0.0076,0.0076,0.49,0.0639,4.856,0.6946
KI04,TestRig,51,2024-02-21,70.0,46.5,bearing,1.0,100.0,24.99,0.002,1.773,1.784,1.778,1.778,1.46,0.0157,2.0,0.008,0.008,0.6,0.0644,6.083,0.7054
KI04,TestRig,52,2024-02-22,70.0,45.3,bearing,1.0,100.0,24.99,0.002,1.781,1.797,1.791,1.79,1.452,0.017,2.0,0.0039,0.0064,0.89,0.0658,4.839,0.701
KI04,TestRig,53,2024-02-23,70.0,45.3,bearing,1.0,100.0,24.99,0.002,1.784,1.801,1.796,1.794,1.453,0.0176,2.0,0.0059,0.0062,0.95,0.0651,6.624,0.6992
KI04,TestRig,54,2024-02-24,70.0,45.3,bearing,1.0,100.0,24.99,0.002,1.782,1.799,1.794,1.792,1.447,0.0191,2.0,0.0097,0.0097,0.96,0.0633,6.039,0.6724
KI04,TestRig,55,2024-02-25,70.0,45.3,bearing,1.0,100.0,24.99,0.002,1.778,1.795,1.787,1.787,1.449,0.0174,2.0,0.0056,0.0056,0.97,0.0595,4.826,0.6823
KI04,TestRig,56,2024-02-26,70.0,45.4,bearing,1.0,100.0,24.99,0.002,1.78,1.791,1.789,1.787,1.478,0.0046,2.0,0.0211,0.0231,0.58,0.0581,4.779,0.702
KI04,TestRig,57,2024-02-27,70.0,45.4,bearing,1.0,100.0,24.99,0.002,1.781,1.787,1.784,1.784,1.471,0.0079,2.0,0.0292,0.0294,0.37,0.0576,4.709,0.6955
KI04,TestRig,58,2024-02-28,70.0,45.4,bearing,1.0,100.0,24.99,0.002,1.779,1.79,1.788,1.786,1.492,0.0083,2.0,0.0296,0.0296,0.62,0.0586,7.191,0.6806
KI04,TestRig,59,2024-02-29,70.0,45.4,bearing,1.0,100.0,24.99,0.002,1.783,1.789,1.788,1.787,1.489,0.0044,2.0,0.0264,0.0264,0.33,0.0587,5.698,0.716
KI04,TestRig,60,2024-03-01,70.0,45.5,bearing,1.0,100.0,25.0,0.002,1.782,1.794,1.786,1.787,1.468,0.0155,2.0,0.0087,0.0087,0.68,0.0582,5.345,0.7192
KI04,TestRig,61,2024-03-02,70.0,45.5,bearing,1.0,100.0,25.0,0.002,1.781,1.792,1.785,1.786,1.468,0.0163,2.0,0.0072,0.0072,0.6,0.0593,4.82,0.695
KI04,TestRig,62,2024-03-03,70.0,45.5,bearing,1.0,100.0,25.0,0.002,1.783,1.796,1.788,1.789,1.479,0.0163,2.0,0.0069,0.0069,0.72,0.0576,5.223,0.7254
KI04,TestRig,63,2024-03-04,70.0,45.5,bearing,1.0,100.0,25.0,0.002,1.78,1.792,1.784,1.786,1.472,0.0152,2.0,0.0091,0.0091,0.67,0.0568,4.757,0.7068
KI04,TestRig,64,2024-03-05,70.0,45.6,bearing,1.0,100.0,24.99,0.002,1.783,1.799,1.791,1.791,1.47,0.0086,2.0,0.0114,0.0114,0.9,0.0572,4.629,0.7075
KI04,TestRig,65,2024-03-06,70.0,45.6,bearing,1.0,100.0,24.99,0.002,1.783,1.801,1.795,1.793,1.461,0.0159,2.0,0.0075,0.0075,1.01,0.0576,5.663,0.7194
KI04,TestRig,66,2024-03-07,70.0,45.6,bearing,1.0,100.0,24.99,0.002,1.783,1.801,1.792,1.792,1.459,0.0135,2.0,0.0098,0.0098,1.01,0.0573,5.172,0.7007
KI04,TestRig,67,2024-03-08,70.0,45.6,bearing,1.0,100.0,24.99,0.002,1.781,1.798,1.79,1.79,1.463,0.0148,2.0,0.0076,0.0076,0.93,0.0576,5.413,0.7095
KI04,TestRig,68,2024-03-09,70.0,45.7,bearing,1.0,100.0,24.99,0.002,1.77,1.783,1.775,1.776,1.47,0.0164,2.0,0.0082,0.0082,0.78,0.0585,5.068,0.7227
KI04,TestRig,69,2024-03-10,70.0,45.7,bearing,1.0,100.0,24.99,0.002,1.772,1.787,1.777,1.779,1.466,0.0141,2.0,0.0117,0.0117,0.83,0.0575,4.914,0.7039
KI04,TestRig,70,2024-03-11,70.0,45.7,bearing,1.0,100.0,24.99,0.002,1.771,1.787,1.778,1.778,1.466,0.0166,2.0,0.007,0.007,0.92,0.0576,5.216,0.6987
KI04,TestRig,71,2024-03-12,70.0,45.7,bearing,1.0,100.0,24.99,0.002,1.771,1.787,1.777,1.778,1.47,0.0142,2.0,0.0107,0.0107,0.93,0.0588,5.241,0.7092
KI04,TestRig,72,2024-03-13,70.0,45.7,bearing,1.0,100.0,24.99,0.002,1.769,1.782,1.778,1.776,1.449,0.0046,2.0,0.0277,0.0288,0.71,0.0578,5.58,0.7009
KI04,TestRig,73,2024-03-14,70.0,45.7,bearing,1.0,100.0,24.99,0.002,1.769,1.777,1.777,1.774,1.445,0.0051,2.0,0.0282,0.0282,0.45,0.0581,5.805,0.7061
KI04,TestRig,74,2024-03-15,70.0,45.7,bearing,1.0,100.0,24.99,0.002,1.773,1.785,1.778,1.779,1.446,0.0091,2.0,0.0283,0.0283,0.65,0.0578,6.215,0.722
KI04,TestRig,75,2024-03-16,70.0,45.7,bearing,1.0,100.0,24.99,0.002,1.77,1.779,1.778,1.776,1.451,0.0073,2.0,0.0348,0.0348,0.5,0.0594,4.671,0.7137
KI04,TestRig,76,2024-03-17,70.0,45.9,bearing,1.0,100.0,24.99,0.002,1.778,1.788,1.786,1.784,1.457,0.0171,2.0,0.0058,0.0058,0.58,0.0592,5.39,0.7107
KI04,TestRig,77,2024-03-18,70.0,45.9,bearing,1.0,100.0,24.99,0.002,1.775,1.785,1.783,1.781,1.445,0.0174,2.0,0.006,0.006,0.56,0.0587,7.476,0.6873
KI04,TestRig,78,2024-03-19,70.0,45.9,bearing,1.0,100.0,24.99,0.002,1.779,1.787,1.784,1.783,1.447,0.0163,2.0,0.0087,0.0087,0.5,0.0575,4.712,0.7079
KI04,TestRig,79,2024-03-20,70.0,45.9,bearing,1.0,100.0,24.99,0.002,1.776,1.786,1.781,1.781,1.44,0.0165,2.0,0.0068,0.0068,0.56,0.0586,5.556,0.7034
KI16,TestRig,0,2024-01-01,70.0,45.3,bearing,1.0,100.0,24.99,0.002,1.745,1.753,1.751,1.749,1.457,0.0171,2.0,0.0072,0.0072,0.47,0.1287,6.838,0.6681
KI16,TestRig,1,2024-01-02,70.0,45.3,bearing,1.0,100.0,24.99,0.002,1.74,1.75,1.749,1.746,1.46,0.0167,2.0,0.0073,0.0073,0.61,0.1242,7.082,0.6448
KI16,TestRig,2,2024-01-03,70.0,45.3,bearing,1.0,100.0,24.99,0.002,1.74,1.751,1.749,1.747,1.457,0.0152,2.0,0.0108,0.0108,0.66,0.1194,7.371,0.6439
KI16,TestRig,3,2024-01-04,70.0,45.3,bearing,1.0,100.0,24.99,0.002,1.741,1.753,1.751,1.748,1.462,0.0153,2.0,0.0094,0.0094,0.71,0.1221,7.205,0.6556
KI16,TestRig,4,2024-01-05,70.0,42.9,bearing,1.0,100.0,24.99,0.002,1.736,1.746,1.744,1.742,1.462,0.0154,2.0,0.0025,0.0056,0.57,0.124,7.094,0.6716
KI16,TestRig,5,2024-01-06,70.0,42.9,bearing,1.0,100.0,24.99,0.002,1.735,1.746,1.745,1.742,1.459,0.0161,2.0,0.0067,0.0067,0.59,0.1272,6.916,0.6695
KI16,TestRig,6,2024-01-07,70.0,42.9,bearing,1.0,100.0,24.99,0.002,1.742,1.752,1.75,1.748,1.454,0.0152,2.0,0.0026,0.0055,0.55,0.1285,6.848,0.6769
KI16,TestRig,7,2024-01-08,70.0,42.9,bearing,1.0,100.0,24.99,0.002,1.741,1.75,1.749,1.747,1.462,0.0156,2.0,0.0104,0.0104,0.5,0.1318,6.676,0.6769
KI16,TestRig,8,2024-01-09,70.0,43.1,bearing,1.0,100.0,24.99,0.002,1.734,1.746,1.738,1.739,1.471,0.0157,2.0,0.0055,0.0055,0.72,0.1258,6.991,0.6924
KI16,TestRig,9,2024-01-10,70.0,43.1,bearing,1.0,100.0,24.99,0.002,1.735,1.75,1.741,1.742,1.47,0.0156,2.0,0.0041,0.0047,0.85,0.1241,7.091,0.6884
KI16,TestRig,10,2024-01-11,70.0,43.1,bearing,1.0,100.0,24.99,0.002,1.735,1.75,1.741,1.742,1.474,0.0142,2.0,0.004,0.006,0.84,0.1291,6.817,0.6979
KI16,TestRig,11,2024-01-12,70.0,43.1,bearing,1.0,100.0,24.99,0.002,1.736,1.749,1.743,1.743,1.474,0.0165,2.0,0.0093,0.0093,0.78,0.1312,6.708,0.6997
KI16,TestRig,12,2024-01-13,70.0,43.4,bearing,1.0,100.0,25.0,0.002,1.734,1.75,1.743,1.742,1.471,0.008,2.0,0.0039,0.0122,0.92,0.1251,7.033,0.6772
KI16,TestRig,13,2024-01-14,70.0,43.4,bearing,1.0,100.0,25.0,0.002,1.732,1.742,1.735,1.736,1.486,0.0102,2.0,0.0143,0.0143,0.58,0.1259,6.988,0.6843
KI16,TestRig,14,2024-01-15,70.0,43.4,bearing,1.0,100.0,25.0,0.002,1.737,1.752,1.744,1.744,1.467,0.0162,2.0,0.0106,0.0106,0.83,0.1315,6.689,0.7038
KI16,TestRig,15,2024-01-16,70.0,43.4,bearing,1.0,100.0,25.0,0.002,1.736,1.749,1.741,1.742,1.468,0.0165,2.0,0.0076,0.0076,0.73,0.1325,6.641,0.7035
KI16,TestRig,16,2024-01-17,70.0,43.3,bearing,1.0,100.0,25.0,0.002,1.743,1.75,1.747,1.747,1.495,0.0164,2.0,0.0079,0.0079,0.39,0.1306,6.737,0.6924
KI16,TestRig,17,2024-01-18,70.0,43.3,bearing,1.0,100.0,25.0,0.002,1.744,1.751,1.75,1.748,1.481,0.0153,2.0,0.0032,0.0054,0.39,0.1308,6.726,0.6926
KI16,TestRig,18,2024-01-19,70.0,43.3,bearing,1.0,100.0,25.0,0.002,1.735,1.744,1.743,1.741,1.481,0.0152,2.0,0.0135,0.0135,0.56,0.1335,6.59,0.6953
KI16,TestRig,19,2024-01-20,70.0,43.3,bearing,1.0,100.0,25.0,0.002,1.735,1.745,1.746,1.742,1.478,0.0148,2.0,0.0027,0.0099,0.61,0.1329,6.618,0.6899
KI16,TestRig,20,2024-01-21,70.0,43.2,bearing,1.0,100.0,25.0,0.002,1.746,1.754,1.751,1.75,1.48,0.0103,2.0,0.0101,0.0103,0.43,0.1301,6.763,0.6933
KI16,TestRig,21,2024-01-22,70.0,43.2,bearing,1.0,100.0,25.0,0.002,1.746,1.752,1.751,1.75,1.475,0.0161,2.0,0.0087,0.0087,0.32,0.1295,6.793,0.6824
KI16,TestRig,22,2024-01-23,70.0,43.2,bearing,1.0,100.0,25.0,0.002,1.742,1.75,1.748,1.747,1.48,0.0177,2.0,0.0067,0.0067,0.41,0.1272,6.919,0.6758
KI16,TestRig,23,2024-01-24,70.0,43.2,bearing,1.0,100.0,25.0,0.002,1.74,1.747,1.748,1.745,1.525,0.0189,2.0,0.0068,0.0068,0.46,0.1245,7.064,0.677
KI16,TestRig,24,2024-01-25,70.0,43.7,bearing,1.0,100.0,25.0,0.002,1.732,1.743,1.743,1.74,1.477,0.0192,2.0,0.0065,0.0065,0.63,0.1281,6.866,0.69
KI16,TestRig,25,2024-01-26,70.0,43.7,bearing,1.0,100.0,25.0,0.002,1.732,1.743,1.743,1.739,1.473,0.0188,2.0,0.0056,0.0056,0.66,0.1338,6.575,0.7032
KI16,TestRig,26,2024-01-27,70.0,43.7,bearing,1.0,100.0,25.0,0.002,1.736,1.745,1.745,1.742,1.485,0.0164,2.0,0.011,0.011,0.53,0.1331,6.61,0.6942
KI16,TestRig,27,2024-01-28,70.0,43.7,bearing,1.0,100.0,25.0,0.002,1.737,1.746,1.747,1.743,1.481,0.0194,2.0,0.0065,0.0065,0.55,0.1325,6.641,0.6836
KI16,TestRig,28,2024-01-29,70.0,43.7,bearing,1.0,100.0,24.99,0.002,1.737,1.751,1.745,1.744,1.458,0.0175,2.0,0.0074,0.0074,0.84,0.1287,6.835,0.6767
KI16,TestRig,29,2024-01-30,70.0,43.7,bearing,1.0,100.0,24.99,0.002,1.737,1.752,1.744,1.744,1.45,0.0185,2.0,0.0079,0.0079,0.9,0.1323,6.649,0.6916
