motor_id,motor_type,day,date,load_pct,temp_c,true_fault,true_severity,f0_hz,fr_hz,slip
KI16,TestRig,65,2024-03-06,70.0,43.4,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,66,2024-03-07,70.0,43.4,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,67,2024-03-08,70.0,43.4,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,68,2024-03-09,70.0,45.4,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,69,2024-03-10,70.0,45.4,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,70,2024-03-11,70.0,45.4,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,71,2024-03-12,70.0,45.4,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,72,2024-03-13,70.0,43.0,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,73,2024-03-14,70.0,43.0,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,74,2024-03-15,70.0,43.0,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,75,2024-03-16,70.0,43.0,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,76,2024-03-17,70.0,42.9,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,77,2024-03-18,70.0,42.9,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,78,2024-03-19,70.0,42.9,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,79,2024-03-20,70.0,42.9,bearing,1.0,100.0,24.99,0.002
